game_name,scaled_rating
Might & Magic X - Legacy ,0.627482147
DYNASTY WARRIORS 9,0.150586471
Hidden Folks,0.961332207
Supreme Commander: Forged Alliance,0.962012751
Aqua Fish,0.409048939
Grand Theft Auto V,0.666041091
"Warhammer 40,000: Dawn of War - Soulstorm",0.937923293
Endangered,0.401169591
Frontlines: Fuel of War,0.576403942
Sentinels of the Multiverse,0.845181897
For Honor,0.520620031
Saints Row 2,0.737498416
Idle Bouncer,0.861300309
Osiris: New Dawn,0.627112497
Citadels,0.044534413
Humanity Asset,0.236880079
Hexcells Infinite,0.962108746
Fighters Unleashed,0.037593985
INSIDE,0.949077316
"Gremlins, Inc.",0.836715002
The Final Station,0.819270398
Multimirror,0.375041377
Path of Exile,0.911617417
Clock Simulator,0.878286502
Coffee Shop Tycoon,0.839598997
Dungeon Lords Steam Edition,0.698545976
Agents of Mayhem,0.538011696
Crusaders of the Lost Idols,0.821324529
Weapon Shop Fantasy,0.772961817
Paint the Town Red,0.895238956
Axis Football 2015,0.660123281
"Papers, Please",0.953598497
Finding Paradise,0.979390351
CITYCONOMY: Service for your City,0.339525284
Flywrench,0.951182303
Card City Nights,0.889760766
Hammerwatch,0.887679609
Nice Way,0.700584795
Hobo: Tough Life,0.629261834
Karos,0.486907179
Ghost Files: The Face of Guilt,0.677000721
Final Fantasy III (3D Remake),0.780530294
Dying Light,0.917807034
Osteya,0.547960811
Accounting+,0.744816587
Risk of Rain 2,0.942006842
Nyasha Land of Elves,0.693779904
A Date in the Park,0.846938605
What Remains of Edith Finch,0.948719167
Thief,0.672072431
Zombie Vikings,0.781400404
Saints Row IV,0.905950933
Bloons TD 6,0.632562502
Dark Elf,0.885096501
Amnesia: A Machine for Pigs,0.628619318
Hero and Daughter+,0.875243665
AirMech Strike,0.821933689
Ticket to Ride,0.819355096
Star Trek Online,0.732339823
THE GAME OF LIFE ,0.680918113
LEGO® DC Super-Villains,0.848536296
All Our Asias,0.793167129
Crisis in the Kremlin,0.817923187
Call of Duty: Black Ops,0.871269195
Stream Avatars,0.917592146
NVIDIA® VR Funhouse,0.780765784
Planet RIX-13,1
Unturned,0.890919439
Pixel Galaxy,0.903508772
iBomber Defense Pacific,0.81323606
Pure Farming 2018,0.633248025
Call of Duty: World at War,0.921001859
Gary Grigsby's War in the East,0.932631579
TimeShift,0.771705479
Magicka,0.903602335
FIST OF AWESOME,0.565847953
Governor of Poker 3,0.678986175
DON'T touch the walls,0.820350877
Call of Duty: Modern Warfare 2,0.903354879
ARCADE GAME SERIES: DIG DUG,0.777608272
Victoria II,0.867978785
ARCADE GAME SERIES: GALAGA,0.834986828
Postal 3,0.29034987
DOG GONE GOLFING,0.679197995
Guacamelee! 2,0.940443933
Last Heroes,0.679197995
The Coma: Recut,0.830315338
Project Zomboid,0.852807733
Belko VR: An Escape Room Experiment,0.85060364
Battle Islands,0.733316645
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,0.782942883
Hentai Girl Linda,0.935470861
Alien Spidy,0.554179566
Alan Wake,0.903338047
Prison Run and Gun,0.903759398
Bang Bang Racing,0.769247681
The Haunted: Hells Reach,0.845327605
Dishonored 2,0.782206177
Marble Duel,0.624145108
Game Dev Tycoon,0.944033085
Phantasmagoria 2,0.763619575
Kathy Rain,0.924206119
Blue Estate,0.900365248
Phantasmagoria,0.834216413
Serious Sam's Bogus Detour,0.832864604
Crysis 2 Maximum Edition,0.80286174
Total War: EMPIRE - Definitive Edition,0.884056871
GabeN: The Final Decision,0.568151147
SpeedRunners,0.926770173
Line of Sight,0.520772026
Danganronpa V3: Killing Harmony,0.831770452
Crash Bandicoot™ N. Sane Trilogy,0.929824561
Ding Dong XL,0.990150815
3D Arcade Fishing,0.663157895
DollKart,1
NARUTO TO BORUTO: SHINOBI STRIKER,0.496639634
Doki Doki Literature Club,0.964076263
Shark Dating Simulator XL+,0.899691592
Aegis Defenders,0.783679382
The Long Dark,0.903779867
Satellite Repairman,0.598997494
Dungelot : Shattered Lands,0.795853269
eXceed - Gun Bullet Children,0.423857974
Remothered: Tormented Fathers,0.753418275
eXceed 2nd - Vampire REX,0.853327011
My Time At Portia,0.894597121
eXceed 3rd - Jade Penetrate Black Package,0.913141343
Legion TD 2,0.705350333
Trouble In The Manor,0.534889003
Redactem,0.66790215
Rayman Origins,0.921133703
Santa Rockstar Steam Edition,0.75048733
Star Trek Timelines,0.456706282
Flix The Flea,0.325152259
Domina,0.854344749
Counter-Strike Nexon: Studio,0.602525595
Monsters' Den: Godfall,0.806260749
Headsnatchers,0.812865497
ACE COMBAT™ 7: SKIES UNKNOWN,0.709173988
GUILTY GEAR 2 -OVERTURE-,0.679197995
TrackMania Nations Forever,0.852909443
WITCH-BOT MEGLILO,0.98189021
Sherlock Holmes: Nemesis,0.692479607
Fell Seal: Arbiter's Mark,0.918710804
Dracula: Origin,0.636501325
Gunnheim,0.35118072
AVSEQ,0.384267119
Genital Jousting,0.900741654
Bounty Train,0.668135857
MOAI 3: Trade Mission Collector's Edition,0.897926635
Seven Kingdoms 2 HD,0.77085571
Tap Heroes,0.720486653
The Messenger,0.947803393
Sherlock Holmes: The Awakened - Remastered,0.757631965
Lobotomy Corporation,0.880714577
The Gardens Between,0.929041936
Far Cry Primal,0.732723001
The Elder Scrolls Online,0.711277488
NEKOPALIVE,0.917208099
Pictopix,0.937417314
Neverwinter,0.750251584
MOAI: Build Your Dream,0.771929825
Nex Machina,0.859856436
Devil May Cry 5,0.912786563
Getting Over It with Bennett Foddy,0.764305192
The Tower of Five Hearts,1
Vikings - Wolves of Midgard,0.521827825
Not Dying Today,0.761403509
The Political Machine 2016,0.741865242
HoPiKo,0.734892788
"Calm Down, Stalin",0.85377397
Rocketbirds 2 Evolution,0.737305528
Hob,0.875243665
UNO,0.541827432
Crystals of Time,0.600966129
Bit Heroes,0.72688478
Event[0],0.77530445
Dead Synchronicity: Tomorrow Comes Today,0.82839194
Barony,0.878463183
ENDLESS™ Space - Definitive Edition,0.776699292
Superflight,0.960135807
Tree of Savior (English Ver.),0.564967609
Godot Engine,0.963443492
HITMAN™ 2,0.84314645
GRID 2,0.774192868
GoNNER,0.839033542
DOOM 3: BFG Edition,0.816703951
Extreme Roads USA,0
The Evil Within 2,0.908185743
Game Tycoon 1.5,0.034315348
Two Point Hospital,0.815588868
State of Mind,0.827890895
Endless Fables 2: Frozen Path,0.856050383
Resident Evil 0,0.829562319
Yu-Gi-Oh! Duel Links,0.726760883
Blossoms Bloom Brightest,0.669067405
Roadclub: League Racing,0.848269322
Bean Battles,0.814794718
Legend of Himari,0.964355332
Ultimate General: Gettysburg,0.794797338
Lexica,0.7265892
Super Star,0.772649767
Iron Fisticle,0.875243665
Obduction,0.776533532
CrocoMars,0.79252479
The Land of Pain,0.691442347
Sherlock Holmes: Crimes and Punishments,0.912028564
F1 2012,0.878241507
Ember,0.731460367
Slipstream,0.859153183
Tricky Towers,0.889098236
STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,0.878326287
Paperbound,0.870445345
Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition,1
Hotline Miami 2: Wrong Number,0.90869606
CastleStorm,0.882528706
Heroes & Legends: Conquerors of Kolhar,0.547758284
911 Operator,0.814813892
Batman™: Arkham Knight,0.683849771
GROOVY,0.563868349
Broforce,0.962948628
Shakes and Fidget,0.853630646
Duck Season,0.841411438
SUPER DRAGON BALL HEROES WORLD MISSION,0.834600666
Marble It Up!,0.939956844
Surfingers,0.787799774
Grand Theft Auto III,0.845993917
Fictorum,0.698263747
Grand Theft Auto: Vice City,0.913540903
INVASION!,0.896478785
VRChat,0.871964321
Grand Theft Auto: San Andreas,0.879108129
HuniePop,0.956782384
Manhunt,0.610748248
Max Payne,0.888002511
Apotheon,0.891297425
Max Payne 2: The Fall of Max Payne,0.927885434
Star Realms,0.76819468
Always Sometimes Monsters,0.72357034
Grand Theft Auto 2,0.905036223
The Crew,0.631219742
Bully: Scholarship Edition,0.80710639
SCP: Secret Laboratory,0.824414416
Leisure Suit Larry - Wet Dreams Don't Dry,0.879975801
Grand Theft Auto IV: The Complete Edition,0.607682945
The Occupation,0.670901392
Rogue Legacy,0.928942031
Sky Force Reloaded,0.926773456
Elven Assassin,0.865416967
Thing-in-Itself,0.736625515
Headlander,0.889127206
RPG MO,0.756333508
Brigador: Up-Armored Edition,0.925055357
Drizzlepath: Genie,0.594062078
WARRIORS OROCHI 4 - 無双OROCHI３,0.835237414
FlatOut: Ultimate Carnage,0.812627715
Red Faction Guerrilla Re-Mars-tered,0.743127604
Darkwood,0.934726901
Kill to Collect,0.719298246
Battle Ranch,0.436540068
Batman™: Arkham Origins,0.834568838
Flight of the Paladin,0.46329166
My Big Sister,0.933166248
Railway Empire,0.784775113
Pony Island,0.95160711
Kingdoms and Castles,0.832454854
Crazy Chicken,0.863187381
Valentino Rossi The Game,0.750940989
Skater XL,0.812044217
BoomTown! Deluxe,0.758164643
Bejeweled 3,0.9494014
Guns of Icarus Online,0.89916232
Endless Fables: The Minotaur's Curse,0.901890649
FINAL FANTASY TYPE-0 HD,0.553306905
Resident Evil: Operation Raccoon City,0.461551656
L.A. Noire,0.84161244
GOD EATER 2 Rage Burst,0.749960296
勇士冲冲冲,0.697705803
MINDNIGHT,0.80915187
Street Fighter X Tekken,0.496722514
Goodbye Deponia,0.876921625
Call of Duty: Ghosts,0.52910308
Versus Squad,0.792857406
Stealth Bastard Deluxe,0.880797885
Coloring Pixels,0.95785962
Turok,0.951413804
VTOL VR,0.938670205
Turok 2: Seeds of Evil,0.937442068
Sherlock Holmes and The Hound of The Baskervilles,0.80410601
MOBIUS FINAL FANTASY,0.656620352
Deity Quest,0.795853269
Driftpunk Racer,0.157894737
CarX Drift Racing Online,0.877285265
Assassin's Creed IV Black Flag,0.861553686
Fortix 2,0.900342573
Disgaea PC,0.863496643
NEKOPARA Vol. 3,0.971217383
My 1/6 Lover,0.853327011
Dying Light: Bad Blood,0.674562128
Celeste,0.968932405
Last Day of June,0.856365653
"The Haunted Island, a Frog Detective Game",0.950097466
Kung Fury: Street Rage,0.890408353
Joe Danger 2: The Movie,0.519257914
Lowglow,0.917518915
AZMD! Scorepocalypse ,0.724222838
Friday the 13th: The Game,0.6666146
Hard West,0.757197147
Lofi Ping Pong,0.932631579
Sleeping Dogs: Definitive Edition,0.877369096
You Are Not a Banana: Better Edition,0.585425101
Placement,0.719298246
Depth,0.849232859
Snuggle Truck,0.795163585
Thimbleweed Park,0.931819911
Angels of Death,0.936496531
Influent,0.712534348
Battlerite,0.816734511
TDP4:Team Battle,0.359187443
Mortal Kombat X,0.719513884
Digimon Masters Online,0.637890714
Nyasha Valkyrie,1
Russian Fishing 4,0.623247692
Mini Motor Racing EVO,0.603923193
Refunct,0.947686686
Rec Room,0.930899458
Dark Void Zero,0.419813474
Fated Souls 3,0.839598997
Divinity: Original Sin Enhanced Edition,0.885740449
Dead Rising 2,0.712448107
Ultra Street Fighter IV,0.86353613
Dead Rising 2: Off the Record,0.76053577
Magrunner: Dark Pulse,0.813487206
Kingdom Two Crowns,0.619678126
1993 Space Machine,0.570901777
Call of Duty: Advanced Warfare,0.567805954
Sunrider Academy,0.824306881
Guts and Glory,0.780981116
Death Squared,0.986138185
Cortex Command,0.642999911
hack_me 2,0.676048127
Twilight Struggle,0.84344303
Reigns: Game of Thrones,0.759120986
Gold Rush! Classic,0.680770554
Back to Bed,0.791190865
Unreal II: The Awakening,0.669762642
The Assembly,0.716769401
Stories: The Path of Destinies,0.855953344
Unreal Tournament 3: Black Edition,0.884048904
Unreal Tournament 2004,0.967454869
Bob Came in Pieces,0.664315428
Tarim: Guardians,0.786131997
Unreal Tournament: Game of the Year Edition,0.966811071
Tricolour Lovestory,0.899371069
Nuclear Throne,0.954972093
Until I Have You,0.758648959
Umineko When They Cry - Question Arcs,0.972780436
Canyon Capers,0.3713696
The Forest,0.916444062
Midair,0.489238561
Octave,0.702504124
Hentai Girl Hime,0.918185894
140,0.925639876
Elves Adventure,0.186932849
Corridor Z,0.795853269
Steam Heroes,0.231121281
Verdun,0.812568525
Prince of Persia: Warrior Within,0.850391149
Ziggurat,0.852358169
Bomber Crew,0.871940013
Far Cry,0.815590757
Space Run,0.847308776
Prince of Persia: The Two Thrones,0.741801762
Tom Clancy's Rainbow Six: Vegas,0.75048733
Banished,0.884748088
Tom Clancy's Splinter Cell: Chaos Theory,0.918000531
PLAYNE,0.958921694
Virginia,0.622636358
Prince of Persia: The Sands of Time,0.856261851
Greyfox,0.702362453
Color Party,0.166949632
Carmageddon: Max Damage,0.732319642
Contractors VR,0.845501754
Geneshift,0.809871345
No Man's Sky,0.471157633
A Robot Named Fight,0.888092324
Dakar 18,0.576509512
Syberia,0.875880176
Syberia 2,0.8279392
Betrayer,0.795853269
The Uncertain: Last Quiet Day,0.779233028
Snood,0.639097745
Mushroom 11,0.81143699
Avadon: The Black Fortress,0.795853269
Apocalipsis,0.7266209
Memoria,0.897377854
Hired Ops,0.489586819
Swarm Arena,0.740890688
Terraforming Mars,0.431928991
Premium Bowling,0.921664627
PickCrafter,0.770120488
Crazy Max VR,0.064327486
My Colony,0.550877193
Super Cyborg,0.886457717
DARK SOULS™ III,0.898742371
DARK SOULS™: REMASTERED,0.644646584
Ravenfield,0.93405479
War Robots,0.380956843
天岚行 - Through the Mist and Sky,0.962984384
The Shapeshifting Detective,0.835601465
- Arcane Raise -,0.292143402
Foxhole,0.772226788
Nights of Azure 2,0.748778339
Legend of Mysteria,0.654812708
Age of History II,0.770170294
Beat Stickman: Infinity Clones,0.550877193
Flem,0.937621832
Watch_Dogs,0.632256046
NEKO-NIN exHeart,0.961741391
Keep Talking and Nobody Explodes,0.977965392
Sanctum 2,0.889216143
THE KING OF FIGHTERS XIV STEAM EDITION,0.783847805
Holy Potatoes! We’re in Space?!,0.635596405
Hatred,0.750948536
The Witness,0.816725414
BomberZone,0.603715171
The Legend of Heroes: Trails of Cold Steel,0.951320337
Gas Guzzlers Extreme,0.840750201
GizmoVR Video Player,0.809334657
Agatha Christie - The ABC Murders,0.763901989
Last Days of Spring Visual Novel,0.561570594
BATTLETECH,0.703721819
ADventure Lib,0.36920954
The Crown of Leaves,0.972138783
Sonic Forces,0.633447881
MechWarrior Online,0.719693601
Donut County,0.816761939
!Anyway!,0.636738906
Ara Fell: Enhanced Edition,0.948513259
Golden Dungeons,0.430689399
"Invisible, Inc.",0.920553342
Hard Reset Redux,0.786749139
Guardians of Orion (Phase 2),0.504661708
They Bleed Pixels,0.839808947
Take On Mars,0.509236668
Primal Fears,0.538572459
Project Rhombus,0.917686541
Golf It!,0.78920807
11-11 Memories Retold,0.928836175
Sid Meier's Ace Patrol,0.643459526
GOD EATER 3,0.741809516
Sid Meier's Ace Patrol: Pacific Skies,0.581562603
Monaco,0.894692906
Miko Mole,0.578947368
Stack,0.438596491
Cladun Returns: This Is Sengoku!,0.734072022
Offspring Fling!,0.812518309
BlazBlue Cross Tag Battle,0.702167806
Sakura Beach 2,0.709117352
Sword Daughter,0.431832594
Homeworld Remastered Collection,0.850328594
Deadlight,0.771237652
The Blackwell Legacy,0.874198585
Pizza Express,0.837011885
Assetto Corsa,0.851027592
Heroes Never Lose: Professor Puzzler's Perplexing Ploy,0.861571738
The Binding of Isaac,0.95217812
The Count Lucanor,0.945694301
12 Labours of Hercules,0.931229723
Conan Exiles,0.659053314
HyperRogue,0.928548644
Absolver,0.619118058
Trailer Park Boys: Greasy Money,0.662654394
Mahjong,0.725536063
The Free Ones,0.771974924
Thief Gold,0.907526189
Tetraminos,0.387559809
Tom Clancy's Rainbow Six: Lockdown,0.442127331
NOBUNAGA'S AMBITION: Souzou SengokuRisshiden,0.524665322
Dead Space 2,0.941337022
BallisticNG,0.895656536
Medal of Honor(TM) Single Player,0.664065164
RISK Factions,0.611824392
Dragon Age: Origins - Ultimate Edition,0.914499906
Ben 10,0.832773423
FINAL FANTASY XV WINDOWS EDITION,0.745283028
Message Quest,0.846211273
Polandball: Can into Space!,0.951182303
Men of War: Assault Squad 2,0.830499164
Rayman: Raving Rabbids,0.718418303
APB Reloaded,0.584193924
Assassin's Creed,0.81104971
Need for Speed: Hot Pursuit,0.780268726
Fallen Earth Classic,0.501714739
Tom Clancy's Rainbow Six: Vegas 2,0.831468071
The Sims™ 3,0.802486741
Beyond Good & Evil,0.896046737
Crab Dub,0.680669564
Hatoful Boyfriend,0.933798184
Heroes of Might & Magic V,0.857408963
Conflict Desert Storm,0.777353832
Brothers in Arms: Road to Hill 30,0.844916158
X-Morph: Defense,0.923270591
UNDER NIGHT IN-BIRTH Exe:Late[cl-r],0.933478219
Dinosaur Forest,0.499644634
Starbound,0.8929486
Epigenesis,0.616870748
LIMBO,0.930717091
NEKOPARA Extra,0.979073648
Halo: Spartan Assault,0.777563174
Tom Clancy's Ghost Recon,0.913035601
Yakuza Kiwami,0.916775965
The Horus Heresy: Legions,0.668261564
MagNets,0.795853269
Unexplored,0.93075199
Baba Is You,0.977984176
Heroes of Might & Magic V: Tribes of the East,0.910175439
Human Resource Machine,0.92609975
Party Hard 2 ,0.822147368
StarMade,0.66966196
When Ski Lifts Go Wrong ,0.89426481
Assassin's Creed Brotherhood,0.862841852
CODE OF PRINCESS,0.52998776
Orbiz,1
ChromaGun,0.893661731
Higurashi When They Cry Hou - Ch.1 Onikakushi,0.960823203
BUTCHER,0.90212373
Star Conflict,0.725651628
Anno 2205,0.587154538
Space Engineers,0.845495451
Murderous Pursuits,0.563125997
The Wonderful End of the World,0.717730079
Viridi,0.894144281
Daddy,0.455608719
Reventure,1
"About Love, Hate and the other ones",0.885167464
Circle Empires,0.834030766
Pro Cycling Manager 2016,0.553057401
Vindictus,0.678946681
Nick,0.757825937
"Warhammer 40,000: Dawn of War II",0.867149459
DiRT Rally,0.86076479
Unfortunate Spacemen,0.775438596
Oddworld: Abe's Oddysee,0.843985947
Holiday Bonus GOLD,0.568151147
ATLAS,0.264691754
Oddworld: Abe's Exoddus,0.936891409
Oddworld: Munch's Oddysee,0.706021812
Swords and Soldiers 2 Shawarmageddon,0.841655421
Crash Drive 2,0.84379682
The Isle,0.649979102
Mystery Chronicle: One Way Heroics,0.608718767
Skullgirls 2nd Encore,0.937836134
NEON STRUCT,0.783494611
Pikuniku,0.926866975
GUILTY GEAR Xrd -SIGN-,0.916322712
Geometry Wars 3: Dimensions Evolved,0.888830988
Seek Girl,0.912201556
The Lord of the Rings Online™,0.78293806
Castle Clicker,0.568421053
Flashing Lights,0.658644097
Mount & Blade: Warband,0.968178626
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,0.784599533
Onikira: Demon Killer,0.326315789
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.927308173
Mount & Blade: With Fire and Sword,0.83753101
We. The Revolution,0.730154114
Ashes of the Singularity: Escalation,0.738030197
Reigns,0.882184621
Zzzz-Zzzz-Zzzz,0.752208107
LOGistICAL,0.754385965
NAIRI: Tower of Shirin,0.896583564
Tom Clancy's Ghost Recon Future Soldier,0.611348996
KHOLAT,0.647211125
Stormworks: Build and Rescue,0.883565797
Street Fighter V,0.431979162
Battlefleet Gothic: Armada 2,0.699721572
Flower,0.917914891
FTL: Faster Than Light,0.958684151
Aporia: Beyond The Valley,0.827510806
Herding Dog,0.593878312
Rise of Industry,0.826537424
Drawful 2,0.872564847
Democracy 3,0.70565046
Riders of Icarus,0.617545168
The Way,0.850613659
Syndrome,0.632928475
Trials Fusion,0.60676178
The Uninvited: MacVenture Series,0.915789474
Pinball FX3,0.766178332
Generation Zero®,0.384112741
Desolate,0.66420151
Among the Heavens,0.82413866
Heart's Medicine - Hospital Heat,0.956091346
Tacoma,0.835527229
Greed Corp,0.836507758
Knight Adventure,0.295493636
Quantum Break,0.822146926
A Story About My Uncle,0.905772813
Tropico 5,0.731003183
Underhero,0.9075879
Call of Duty: Black Ops III,0.562363797
Pointless,0.491702228
Zquirrels Jump,0.83365822
Tyler: Model 005,0.775438596
Skyborn,0.859741398
Delicious! Pretty Girls Mahjong Solitaire,0.861139951
Zero Escape: Zero Time Dilemma,0.904821657
Doorways: The Underworld,0.697705803
SpellForce 3 Reforced,0.681354838
Yakuza 0,0.854531176
Project Hospital,0.783520497
Naval Action,0.557291986
Titan Quest Anniversary Edition,0.900709413
Red Matter,0.977984176
Labyrinthine Dreams,0.77385159
METAL GEAR SOLID V: GROUND ZEROES,0.803028566
Scanner Sombre,0.847126507
The Ditzy Demons Are in Love With Me,0.979478723
Darksiders III,0.671092077
TinyKeep,0.631533614
BioShock Remastered,0.58252416
BioShock 2 Remastered,0.437394342
Pixel Puzzles 2: Birds,0.745039454
Lara Croft GO,0.869401601
Man O' War: Corsair,0.601209921
Trials 2: Second Edition,0.81657113
BlackSmith HIT,0.749869724
Dreadnought,0.454479276
Fallout 4,0.672881973
Nephise: Ascension,0.827260459
LEGO® Batman™ 2: DC Super Heroes,0.868085514
Thief Simulator,0.751115824
Path to Mnemosyne,0.946532999
Borderlands 2,0.920480824
Daemon Detective Gaiden,0.827260459
Enter the Gungeon,0.933402133
Pacify,0.86151054
Costume Quest,0.917121451
Beholder,0.888654801
Quell,0.984477322
Sid Meier's Civilization IV: Colonization,0.749019608
DiggerOnline,0.386017914
Beat Hazard,0.944402068
LEGO® Pirates of the Caribbean The Video Game,0.786729393
MOAI 4: Terra Incognita Collector’s Edition,0.663157895
GROUND BRANCH,0.783609968
F1 2018,0.773351996
Western Press,0.611795446
Alien Shooter TD,0.839188765
DOKA 2 KISHKI EDITION,0.85850217
DRAGON QUEST HEROES™ II,0.66533618
Sonic Adventure™ 2 ,0.816582071
ENKI,0.590977444
Zengeon,0.838425332
CreaVures,0.802322708
Kingdom Rush,0.96131916
South Park™: The Stick of Truth™,0.97220971
Tribes: Ascend,0.762251633
Reign Of Kings,0.521532461
侠客风云传(Tale of Wuxia),0.769801071
fault - milestone two side: above,0.975540511
Tactical Monsters Rumble Arena,0.887632191
Children of the Nile,0.804281345
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,0.934714836
Soldiers Lost Forever (1914-1918),0.518796992
Army General,0.486716792
Armored Warfare,0.549247969
CRIMSON METAL,0.432808826
EARTH DEFENSE FORCE 4.1  WINGDIVER THE SHOOTER,0.752982456
Disgaea 5 Complete,0.792115079
Project Lounge,0.719298246
Last Heroes 4,0.591706539
In Exilium,0.620870357
The Typing of The Dead: Overkill,0.851688605
英语杀,0.285486444
Grimoire Chronicles,0.679197995
Wargroove,0.781000488
Nimbus,0.940592221
Ball of Wonder,0.625730995
Plague Inc: Evolved,0.925894737
Flat Heroes,0.898585172
Academia : School Simulator,0.653065247
恋爱模拟器 Love Simulation,0.537150086
Sally Face,0.962671851
Chasm,0.642026414
月夜下的紅茶杯 ~ Blacktea With Moon,0.952823234
Joe Dever's Lone Wolf HD Remastered,0.718761532
Crysis,0.804974896
Spirits of Xanadu,0.773931473
Abalone,0.493636051
Mafia II (Classic),0.937453242
Simply Chess,0.717278809
Disney Infinity 3.0: Gold Edition,0.739023234
Spore,0.867874185
FINAL FANTASY IX,0.913116124
Mirror's Edge,0.870011809
DARIUSBURST Chronicle Saviours,0.834130781
Need for Speed: Undercover,0.646341962
McOsu,0.872408293
Spore: Creepy & Cute Parts Pack,0.80674578
Dragon Age: Origins,0.92127735
Police Helicopter Simulator,0.417803768
Crashday Redline Edition,0.864860615
Mass Effect (2007),0.9305867
Dead Space,0.88435694
Command and Conquer: Red Alert 3,0.816968541
KNIGHTS,0.947829169
System Shock: Enhanced Edition,0.878442545
Victor Vran,0.864208835
Zombie Panic! Source,0.833967705
Viscera Cleanup Detail,0.911192136
Spec Ops: The Line,0.916112119
Divine Divinity,0.866645074
"Pirates, Vikings, & Knights II",0.852188717
MEDIEVAL: Total War™ - Gold Edition,0.62859676
Rain World,0.832216906
Duck Game,0.95162524
Talisman: Digital Edition,0.720502974
Help,0.122807018
"Cook, Serve, Delicious!",0.940931353
Tales of Vesperia: Definitive Edition,0.880667853
Grim Legends 2: Song of the Dark Swan,0.961528186
LIGHTNING RETURNS: FINAL FANTASY XIII,0.777716267
Kansei,0.438596491
Forts,0.764904252
Save Jesus,0.881739852
Crypt of the NecroDancer,0.959274846
Picross Touch,0.903759398
Nuclear Dawn,0.765993434
King's Quest,0.874158272
TO THE TOP,0.885573807
Burn Zombie Burn,0.339107262
Serious Sam: Tormental,0.881809788
Sniper Elite 4,0.832390668
AMID EVIL,0.981033665
Infinity Runner,0.625730995
Lumo,0.712100765
Super Golf 2018,0.827260459
Putrefaction,0.628725146
This Is the Police,0.808049214
All-Star Fruit Racing,0.805227354
Final Fantasy IV (3D Remake),0.806156902
Call of Duty: WWII,0.511274378
Alien: Isolation,0.917014338
Them's Fightin' Herds,0.90053673
Fahrenheit: Indigo Prophecy Remastered,0.786473927
Ether Vapor Remaster,0.745866724
Without Within,0.870896755
Fairy Bloom Freesia,0.847139887
Mutant Mudds Deluxe,0.71040724
"On the Rain-Slick Precipice of Darkness, Episode One",0.891839691
Aragami,0.879652325
Echo Tokyo: An Intro,0.617594712
"On the Rain-Slick Precipice of Darkness, Episode Two",0.816847083
DeathSpank,0.933492268
DeathSpank: Thongs Of Virtue,0.858667648
Slingshot people,0.396556915
Hitman: Contracts,0.816780445
Creed: Rise to Glory™,0.808301241
The Lord of the Rings: Adventure Card Game - Definitive Edition,0.678176332
The Baconing,0.776645916
Creeper World 3: Arc Eternal,0.959866799
ELEX,0.722358366
The Surge,0.71158915
Cities XXL,0.224110787
Paladins,0.819855699
Men of Valor,0.650353955
Space Rangers HD: A War Apart,0.945197476
The Bad Gravedigger,0.625730995
MELTY BLOOD Actress Again Current Code,0.900629031
Guacamelee! Gold Edition,0.927283239
DeoVR Video Player,0.828276574
Shadows on the Vatican - Act II: Wrath,0.723899914
The Basement Collection,0.82197982
Boxing Fighter : Super Punch,0.251461988
IOSoccer,0.705235032
Stranded Deep,0.708996653
World of Tanks Blitz,0.664786936
Pathfinder: Kingmaker,0.679122414
SimpleRockets 2,0.843469263
Farming Simulator 15,0.893937768
Painkiller Hell & Damnation,0.738819471
Deadly Premonition: The Director's Cut,0.651831
→SUMETRICK←,0.696538644
Neon Hardcore,0.544807966
ESCHATOS,0.947162022
Besiege,0.943785465
Total War: ROME II - Emperor Edition,0.667201656
Glass Masquerade 2: Illusions,0.933006741
Crazy Machines 2,0.408472401
Human: Fall Flat,0.903157036
Project CARS 2,0.669606896
Mountain,0.863301041
ARK: Survival Evolved,0.646649865
Let's Draw,0.451111856
Pinga Ponga,0.391812865
Balloon Blowout,0.355425601
BIGFOOT,0.642780721
Trials Rising,0.487478591
Hell Girls,0.890573892
Defense Grid: The Awakening,0.962901405
DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,0.81101268
"Warhammer 40,000: Mechanicus",0.888947019
Krita,0.728237791
Permute,0.494736842
Zup! 3,0.861378365
Farm Together,0.896820398
Skautfold: Shrouded in Sanity,0.833514822
SENRAN KAGURA SHINOVI VERSUS,0.942986632
Creativerse,0.770484692
BrainBread 2,0.649102137
Bloons TD Battles,0.821381537
World War 3,0.584130193
Mighty Party,0.585975561
Secret World Legends,0.637659887
And Yet It Moves,0.654276935
LEGO® Batman™ 3: Beyond Gotham,0.840751652
Clickteam Fusion 2.5,0.883960265
Tomb Joe,0.300404858
Super Inefficient Golf,0.795853269
Sakura Spirit,0.764529096
Conarium,0.790934071
Cylne,0.429393155
Hero of the Kingdom II,0.936828004
Will To Live Online,0.677796642
The Hex,0.955712949
Rocketbirds: Hardboiled Chicken,0.766524834
Freedom Planet,0.950695705
Zaccaria Pinball,0.748336358
Wonder Boy: The Dragon's Trap,0.881151347
Guns of Icarus Alliance,0.716612105
